TransactionID,CustomerID,TransactionAmount,TransactionDateTime,MerchantID,MerchantCategory,TransactionType,CardType,EntryMode,TransactionLocation,IP_Address,DeviceType,CardPresent,PreviousFraudTransactions,AccountAge,DailyTransactionCount,DailyTransactionAmount,IsInternational,TimeSinceLastTransaction,FraudFlag
e8a3ef8b-515d-4fab-86ca-a161bd8a9d8f,2184,1970.8089038510461,2024-09-08 01:25:05,12882,Travel,Transfer,Debit,Magstripe,South Anthony,220.165.164.148,Mobile,0,0,580,4,2968.9487278856445,1,67270,0
9f1d9264-621f-4211-a128-d9aaa02d2ba1,5555,657.9330313308377,2022-05-22 16:08:41,72248,Electronics,Transfer,Debit,Chip,Bellmouth,68.33.105.244,Desktop,1,9,262,9,2598.5399270606345,0,67072,0
2edeb6e1-7eda-4047-8a40-bf947002b6fb,4385,3360.1857519240834,2021-06-03 07:51:48,59322,Retail,Purchase,Prepaid,Chip,Ericberg,212.222.19.194,Tablet,0,2,496,1,7285.983420371942,0,59716,0
bf77130f-2a9a-4b61-a7c8-dac7e954b802,7396,3647.902453383645,2023-03-19 04:57:13,34524,Food,Withdrawal,Debit,Magstripe,Lake Alyssaport,94.124.234.176,Tablet,1,9,2671,1,7162.068121872021,0,75277,0
47fbf159-d65c-4ddc-a13a-740f9ecdb1c3,9666,2877.427564426779,2020-05-21 22:50:59,19745,Food,Transfer,Debit,Contactless,Brewerborough,28.229.157.157,Desktop,0,6,130,5,9714.231852695226,0,66781,0
ce94265d-179d-40cb-9de2-c86ba5c7f4e1,3558,1038.0553762013144,2022-02-05 04:07:08,25861,Entertainment,Withdrawal,Prepaid,Chip,Lucerochester,57.115.86.246,Desktop,1,0,1183,5,3110.8043461695374,1,35301,0
e3071347-b0f0-4760-8f87-09abecea185f,8849,2524.75742863843,2021-05-13 01:40:38,64261,Retail,Withdrawal,Prepaid,Online,South Catherineville,133.134.225.113,Mobile,1,1,792,8,9385.136316968124,0,50966,0
95625d97-fa32-4dbc-a4ad-862acf43f9a3,3047,2566.3355291533126,2021-10-04 05:00:01,12837,Entertainment,Withdrawal,Credit,Magstripe,New Danielle,53.223.141.241,Tablet,0,5,3363,7,6132.377528842474,1,36294,1
92553df2-26e9-403a-93c6-c7e803cf027c,3747,2140.1953081926117,2023-08-26 19:46:27,84135,Retail,Purchase,Prepaid,Chip,North Faithview,139.57.100.56,POS,1,8,1839,3,4958.134022791303,0,74859,0
da683792-e54b-4b67-a626-2875c894cf11,1189,3227.8667863440965,2023-03-19 14:27:32,91447,Travel,Transfer,Credit,Magstripe,Williamsfort,91.74.127.111,POS,1,8,1567,8,6681.735364354026,1,78193,0
2c064d1f-0a2a-47a4-a635-8b1d75409757,3734,3727.3476397407185,2020-01-25 15:13:15,64380,Retail,Withdrawal,Credit,Contactless,Port Elizabeth,97.145.72.151,Desktop,0,7,2137,4,7030.526961340012,0,80501,0
34fda16d-fb43-4ec8-9349-ff054178575c,4005,1164.9623310522088,2023-03-21 02:07:06,96089,Electronics,Transfer,Debit,Magstripe,New Tonytown,26.154.148.71,Desktop,1,2,968,3,1727.570998303822,0,27535,0
1be10888-a808-4eba-bddb-8665829b6453,5658,2029.600176431532,2022-06-03 07:28:12,59831,Food,Withdrawal,Debit,Chip,North Aprilberg,189.94.214.22,Tablet,1,1,1356,2,7519.637880317221,1,53640,0
97cfc1dd-e963-4f7d-8272-37352a23ddfa,2899,1349.4620471031878,2022-07-27 21:50:18,99349,Travel,Transfer,Debit,Magstripe,Robertsonview,88.82.86.165,Tablet,0,0,630,9,7254.475917025095,1,65510,0
39886ae7-f82a-44ec-a143-d8ee559fa801,8734,997.1649112400362,2025-03-20 17:04:23,48255,Food,Transfer,Prepaid,Chip,Sylviaport,169.29.159.8,POS,1,8,506,7,9975.347516648302,1,53366,0
30bb2848-346d-4988-b29c-7c2e582791cf,2267,3918.0191638792126,2023-01-10 21:55:42,39520,Entertainment,Transfer,Prepaid,Chip,Paulhaven,187.254.217.114,Tablet,0,4,3202,5,9120.35832891803,1,15868,0
9d2bc369-2e8d-4ea7-aaf3-7b28f55a9120,2528,4546.717208712777,2023-03-23 07:27:01,39541,Travel,Withdrawal,Debit,Chip,Port Hailey,145.63.252.146,Mobile,1,2,207,9,6849.755714526072,1,18157,0
6f7999f5-0dc4-4872-aa4e-a6b6f606d5b0,4556,1854.3097674944606,2024-07-20 13:46:08,75772,Electronics,Purchase,Debit,Online,South Tiffanymouth,158.180.91.170,Desktop,1,9,3432,3,7126.513493835561,1,45409,0
4432afc5-5223-457d-a32d-23f29f2af541,4890,3757.6382272469655,2020-01-23 03:09:44,37350,Food,Transfer,Prepaid,Contactless,Morsemouth,50.51.95.192,POS,1,9,3131,6,9460.396482007507,1,43964,0
6f240183-4fde-473a-af24-11bf503d9b76,9838,4485.491470375234,2024-11-28 21:00:28,54397,Retail,Purchase,Credit,Contactless,Tanyaburgh,203.20.151.253,POS,1,4,3168,8,9672.110947111907,0,83500,0
a2f8b380-8469-4902-bf92-5646aa985804,6393,4231.390431598506,2020-03-02 09:54:59,87085,Retail,Transfer,Credit,Magstripe,Brownchester,39.156.156.0,Mobile,0,2,1855,9,8271.382320179122,0,9862,0
e546b50b-dc42-4bcc-819b-8c676c0dd2f4,9792,918.1528757534334,2024-09-12 11:57:24,73865,Retail,Purchase,Debit,Magstripe,East Jerryland,179.222.237.194,Tablet,1,8,1270,4,7676.261519616537,0,81208,0
c931e562-34ef-4cf9-9d5f-ea9242a8c568,9433,4781.677948159239,2022-04-24 10:14:03,65956,Travel,Transfer,Debit,Chip,Walshbury,214.23.143.51,Tablet,0,0,1483,1,1122.544575415262,1,8178,0
b86d42be-363a-44a6-859d-464f8c1ea963,8513,1886.498819945165,2022-09-19 21:22:01,37453,Electronics,Purchase,Debit,Contactless,Port Allisontown,30.174.254.234,Desktop,0,0,1169,8,8304.918692891551,1,1087,0
623357c8-bf8f-46f1-8afe-d6ad77fef1b0,3612,1699.5071025633124,2022-03-05 14:17:15,72345,Electronics,Transfer,Credit,Magstripe,Walkerbury,165.49.124.163,Mobile,1,2,3382,3,2539.4248277733473,0,14593,0
4d881002-054b-4b10-9251-98485e24c361,8041,316.84447975251277,2021-07-17 00:54:17,22906,Electronics,Transfer,Debit,Magstripe,Lake Christopher,64.111.200.215,POS,0,5,1661,6,5642.205117231937,1,56325,0
cb93193a-2277-4496-a7cf-708ad2d9a257,7235,2433.4374022538905,2023-12-03 13:27:30,24988,Food,Purchase,Credit,Contactless,Debraland,62.82.148.213,Mobile,1,1,2582,4,4059.6709796739747,0,30012,0
b1d8d603-1616-4e31-b992-4de33c94d59e,6486,549.5230101264389,2025-01-10 04:24:54,37723,Travel,Transfer,Prepaid,Chip,Jacobchester,161.132.33.70,POS,0,0,3453,6,3462.6169333660373,0,3489,0
49155b16-07a7-4fd0-80c3-d3da72a56111,8099,1246.456405532493,2024-02-13 11:42:42,43800,Retail,Withdrawal,Prepaid,Magstripe,Riveraburgh,194.37.76.245,Mobile,1,7,3425,3,3109.39751465593,0,78105,0
dd2d9e8c-8eba-4313-b749-287d3f0cd7af,1775,1588.1283957275705,2022-09-10 09:51:47,49107,Food,Transfer,Prepaid,Chip,South William,157.141.113.4,Tablet,0,9,884,7,8555.716535768323,1,73547,0
9ecd8e28-7887-4d09-9b93-e3d6999875ab,9226,4045.0874858409616,2023-09-16 11:04:11,37430,Electronics,Transfer,Debit,Contactless,East Traviston,169.130.154.11,POS,0,8,951,2,7693.669845511724,0,64915,0
cb52040c-1181-43b9-a8e2-4299c3632d1d,4152,4378.065808727503,2022-11-27 00:46:01,42535,Retail,Withdrawal,Prepaid,Contactless,Edwardshire,163.53.15.212,Desktop,1,9,285,5,5239.253036562928,1,2489,0
fc86e583-3d11-427e-a6a2-4824efc7100a,2585,1603.0509748213713,2022-04-14 23:28:25,78476,Travel,Withdrawal,Credit,Magstripe,Parkerberg,147.19.230.110,Mobile,0,4,719,8,6648.160133705924,1,39277,1
d91adf4d-d5b9-4f28-bdd8-ffd42d97c5f3,4943,4294.197115616646,2024-12-31 14:58:56,97329,Entertainment,Withdrawal,Credit,Magstripe,Port Tamaraberg,131.130.120.186,Tablet,0,2,502,5,9845.434223936649,0,47458,0
1ee43c03-d313-4b18-8a1e-812630761cbd,8555,4286.868532162106,2022-01-02 21:57:37,87798,Electronics,Purchase,Credit,Contactless,New John,96.21.32.217,POS,0,4,258,3,3981.3760064216513,0,44341,0
9778bc2f-c567-4478-8364-084e1ecfe3cd,4073,3824.4314971724434,2020-06-28 11:11:17,62284,Electronics,Withdrawal,Debit,Chip,North Marie,53.159.255.192,Tablet,0,6,2040,9,5515.495054035654,1,58780,0
f3cd619c-a1cf-4ddb-8a84-8ae6afe6cfa5,2021,737.7420945058318,2022-11-19 19:36:07,66232,Electronics,Purchase,Debit,Chip,Taylorborough,123.65.253.158,Mobile,0,9,810,8,5339.901888619109,0,49967,0
01889c8a-b6d4-49eb-aa1d-1b197acc92ee,4843,3453.1626202691414,2021-07-23 22:34:02,54420,Electronics,Withdrawal,Credit,Online,Jasonmouth,120.3.63.206,Desktop,0,3,2100,2,9360.364027765834,0,46053,0
1ea6f4d5-4a52-4ab5-85f5-ada18c345849,8989,4725.395202579941,2020-07-05 02:23:35,47710,Retail,Purchase,Credit,Contactless,Port Diana,137.245.183.9,Desktop,0,5,2598,8,3522.108551932483,1,8030,0
7694eacf-267b-449f-bd78-45e8b5c77c09,7873,3414.2896914419493,2022-07-11 18:40:39,82497,Travel,Withdrawal,Credit,Magstripe,Millerton,184.34.142.31,Mobile,1,0,1923,8,9862.684954675276,0,57575,0
5a689341-5e8a-41b0-ac36-c08d400b0998,6675,1661.4261612936307,2021-06-29 22:47:02,50498,Food,Withdrawal,Credit,Contactless,Port Trevor,51.139.102.241,POS,1,3,2713,3,3053.929159596117,0,40025,0
975ef15b-4c07-4e77-89be-5b890f1d3b49,1161,3384.1570397405967,2020-07-17 04:52:05,41283,Retail,Transfer,Prepaid,Magstripe,North Samanthaborough,45.120.249.251,Tablet,0,5,1240,7,1097.9812828870809,1,44615,1
d57c49f2-b528-46b8-82ff-871b6ff60872,5297,3230.396591538513,2021-07-11 08:40:34,76169,Travel,Withdrawal,Credit,Chip,South Paulport,215.122.152.201,Tablet,0,4,3518,2,1921.8217169681402,0,37252,0
a2940445-6edf-45ee-a977-d717a055a664,1995,2718.314729923718,2024-10-03 22:40:49,82358,Food,Transfer,Debit,Magstripe,Lake Blake,54.43.181.198,POS,0,8,3295,8,4267.951205223539,1,34099,1
ba3d7be0-3d81-4e93-84c9-bc698fb9ecd8,8629,604.1649439461943,2024-12-14 18:05:24,72457,Electronics,Withdrawal,Debit,Online,Mossberg,93.102.185.142,Mobile,1,0,2703,2,6501.061938834141,0,34048,0
c3f6df05-c7e7-45bf-8e4d-ead476080d19,2016,1563.759903036843,2021-06-05 05:40:43,35968,Travel,Withdrawal,Debit,Chip,Rosestad,221.77.0.138,Tablet,1,9,3014,4,5173.083948039955,0,35189,0
a9cbd200-9611-4280-9c5a-a9c953621336,8869,4012.9681726153945,2024-10-10 18:25:09,72508,Electronics,Transfer,Debit,Online,Herringview,51.31.11.90,Tablet,1,8,1129,3,3769.018983978701,1,11815,0
71053c82-d66f-42a8-99b3-c45bf6120842,7439,4307.783140247109,2020-10-23 04:19:46,73220,Travel,Transfer,Debit,Contactless,Nicoleview,197.75.74.101,Mobile,1,3,522,1,5624.712324410689,1,83325,0
4710df1b-25f6-4a3e-8809-73ae4f854c6d,8892,690.8136634142733,2024-10-06 08:26:25,95366,Entertainment,Purchase,Credit,Magstripe,West Adam,85.201.188.230,Tablet,1,8,969,8,8389.674700383535,0,56755,0
ef6b4689-a91c-4be1-9a39-ef24fc1dca0a,7863,4762.17182823163,2020-02-25 15:34:01,15738,Electronics,Transfer,Credit,Chip,West Lindaland,47.237.248.98,POS,1,7,1778,8,8390.920966108411,0,42847,0
80596ccd-f4c4-4661-9273-b610cef141df,8916,1647.4689761538036,2020-06-15 06:11:02,13098,Electronics,Purchase,Prepaid,Magstripe,West Hannahland,219.49.57.93,POS,1,7,1001,1,7265.0166029404845,0,59526,0
2e75ddfe-58fe-4ab2-a50c-6cc62a68b6a9,9529,3313.2571249599464,2023-08-31 18:52:32,83633,Electronics,Withdrawal,Prepaid,Online,Calderonberg,75.162.177.253,Mobile,1,1,888,6,9524.960097850992,1,8084,0
124ed668-dea0-48d6-9894-b22cabb0d147,1878,3760.3666040536223,2023-03-19 22:37:28,88672,Retail,Transfer,Prepaid,Chip,New Shawnland,136.21.204.157,Mobile,0,2,3455,1,5906.144627704002,1,8742,0
413c7a48-5a0c-4d4b-bb03-c974c191ddfe,5887,4060.6714420162275,2020-09-16 02:01:32,48244,Food,Transfer,Credit,Online,Lake Cheyenne,130.203.118.209,POS,1,9,3186,9,86.49980016434911,1,71663,0
992e7b15-931d-4e72-bf22-2b39af1d6067,5859,4729.019762618521,2020-07-21 15:26:43,18253,Electronics,Withdrawal,Prepaid,Chip,Stevensstad,162.205.44.135,Mobile,1,8,745,1,2916.387031793455,0,29227,0
76a3db66-3e20-4202-b395-432022e68daa,7331,1568.033142403969,2022-07-16 02:21:30,64333,Electronics,Withdrawal,Credit,Contactless,South Brianburgh,24.194.43.145,POS,1,2,3141,3,3288.944817856106,0,4074,0
0d4cc0a9-574f-4a4a-a1b3-dcbb5753abc1,9571,4293.239740485014,2021-09-05 22:17:01,60969,Retail,Withdrawal,Debit,Contactless,Port Monicatown,202.115.58.154,POS,0,7,3437,9,5477.787512260645,1,54584,0
eac60a99-e690-4a45-9088-61b2a23eb483,9684,662.7760826638541,2020-04-17 09:50:50,80423,Retail,Withdrawal,Credit,Magstripe,East David,71.7.136.136,POS,1,4,1068,1,9049.845819160946,1,44326,0
66c568be-e823-4649-a60a-ee64a0ab04b9,8208,3526.6793272361956,2024-08-13 01:07:23,54411,Entertainment,Transfer,Credit,Online,Sarahport,10.146.219.64,Tablet,0,6,1705,2,8382.76848579551,0,5653,0
89d0f572-12ad-4737-a1e6-d7348d11acc5,6276,3711.1787589223595,2024-06-14 01:48:26,85028,Travel,Withdrawal,Debit,Online,Julieberg,104.227.141.130,Mobile,0,3,211,4,2329.408123229996,1,20636,0
3ddd54d4-f1fd-42e8-8dcb-8201d81c754c,3062,3390.2275898005955,2024-09-12 12:44:18,45421,Electronics,Withdrawal,Debit,Chip,Port Marcia,19.101.172.38,Tablet,0,7,2324,7,5198.708457081251,0,71469,0
f592de81-7035-49eb-bbfe-6f2e379e2409,1064,1269.7033137306928,2021-07-15 01:53:55,11454,Travel,Transfer,Debit,Contactless,West John,24.168.241.76,Mobile,0,7,1131,7,6594.894867935327,1,46531,1
bc8524f5-e865-407d-9887-a78e576061e5,9006,4365.850519340941,2021-04-27 11:29:57,27522,Retail,Purchase,Prepaid,Magstripe,East Mary,31.243.48.192,Desktop,0,4,1957,1,9875.240290905163,0,24776,0
3fe31bed-7d0a-44f5-a78f-847328b8617a,3568,848.4480245351231,2021-07-02 11:46:05,48575,Retail,Transfer,Prepaid,Contactless,New Marie,66.64.25.217,Tablet,1,0,2527,1,322.7151654094768,1,23940,0
d7c45da4-58b8-416b-836e-c5a99fd36e39,6463,272.90578364655005,2021-01-19 17:27:20,13192,Entertainment,Purchase,Prepaid,Online,Sherryshire,173.143.159.163,Tablet,1,9,1703,5,4644.134394535493,0,69431,0
3ac1b6f6-5aed-478c-9aa3-f5b4e37259bd,3027,1251.7573955726102,2021-11-19 18:27:04,65268,Food,Withdrawal,Debit,Magstripe,West Victoria,124.89.236.210,Tablet,0,6,2253,7,9881.205453537124,1,25922,1
fcfe78e8-ebde-42c6-8040-986c5c5d2823,3695,2380.001197587505,2021-03-28 09:38:26,91311,Retail,Transfer,Prepaid,Contactless,Larrybury,205.22.108.112,Desktop,0,6,119,1,9772.285912310668,1,69976,0
b916283d-c1c2-41a4-a2f8-bff31dc382bb,6258,4246.244609693587,2021-01-16 13:35:21,20402,Electronics,Withdrawal,Debit,Contactless,Lake Robertstad,131.91.110.75,Mobile,0,4,486,3,3313.9579108003154,1,67999,0
b69ed374-5c23-466b-ae6e-a40619cb7556,6618,1920.0687195860035,2024-03-16 03:25:31,88610,Entertainment,Transfer,Debit,Chip,Lake Tracey,94.196.10.187,Desktop,0,5,2157,6,10.167195216768116,1,84064,0
dbefe959-99c1-436c-9e1a-b8f05d2a7398,7736,845.5515495960256,2020-11-26 17:02:13,90781,Food,Purchase,Debit,Chip,Haydenside,181.84.79.44,Mobile,0,0,2502,1,5871.478503673818,1,55249,0
44b13f29-411c-4927-9fde-208700b3835a,1391,4183.028751386999,2021-10-07 00:06:51,46527,Entertainment,Transfer,Prepaid,Online,Lake Roy,202.110.38.209,Mobile,1,7,3311,3,8670.719119420977,1,74348,0
b149e971-f748-4794-acf9-e5d0fa6bb537,6892,2746.803610042158,2024-07-25 16:56:08,62181,Retail,Withdrawal,Prepaid,Contactless,East Brandon,204.55.191.200,Mobile,0,8,1032,1,3249.729269537113,0,1777,0
424e0c78-2f22-4606-966e-ad5eb0488ec5,4561,950.0329829898227,2023-01-01 22:38:21,37002,Food,Transfer,Debit,Chip,Davischester,54.58.50.139,Mobile,0,4,512,4,9343.356948689363,1,36648,0
0ce20749-6441-484c-a4c0-3a76d0ee5c91,7184,3603.3180729392966,2024-05-25 01:47:45,91219,Travel,Withdrawal,Prepaid,Contactless,East Mariahhaven,121.220.236.118,Mobile,0,9,1067,9,3333.6973467415173,0,17516,0
b9df8d6d-0d10-4f3b-bf33-de6eb50d2367,4099,2558.012624255055,2023-03-01 13:18:25,22460,Food,Transfer,Credit,Magstripe,Lake Danielview,66.99.176.143,Desktop,1,6,3466,5,6105.911186525966,1,47626,0
84598e89-b08c-4077-9579-e7aed865a8a3,7278,3023.5433462903975,2022-10-02 19:38:37,40482,Electronics,Purchase,Prepaid,Contactless,Cassidyshire,214.54.123.254,Tablet,1,9,1833,3,7223.2402710845345,1,17338,0
99e0348b-d3c6-44c2-adbe-791428acb9ad,9392,2307.1871993418763,2022-03-27 04:06:44,26447,Travel,Transfer,Debit,Contactless,Dianatown,177.52.244.87,Desktop,1,3,132,7,3460.7034873086636,0,47198,0
5f20a3a3-b552-47f2-b8cb-e6f6551fae70,4104,4144.401374170942,2023-11-09 21:10:29,58228,Travel,Transfer,Debit,Online,Cantutown,71.205.174.100,Tablet,0,5,1924,6,3528.5420560726075,0,16515,0
cc723634-d1cf-44c4-bb87-867ff6e76386,8215,4148.665764836834,2023-03-06 09:05:21,93265,Electronics,Transfer,Debit,Magstripe,South Ianbury,131.156.118.46,Tablet,0,1,1816,9,4705.248348540903,0,604,0
35c016f8-ba9b-4073-936b-505611b7d395,3454,3548.397165012809,2024-10-11 16:44:21,60126,Travel,Transfer,Credit,Magstripe,East Allenmouth,178.130.52.130,POS,1,3,2799,4,8353.882046764704,1,83320,0
ca48d186-1384-491c-8346-0fbc9fe73b93,9996,531.479880095329,2021-10-25 17:55:44,30545,Retail,Purchase,Debit,Chip,Cummingsland,182.196.141.33,Tablet,1,4,2442,4,1017.499167946662,1,76994,0
600b8866-85da-47c7-87d5-ce8d12c0c8ec,3731,4195.075040210824,2020-02-07 14:11:47,65114,Food,Withdrawal,Debit,Magstripe,Paulshire,174.182.161.37,Desktop,1,8,3630,9,6318.479060133927,0,45313,0
41ef31bb-56a6-4a58-87c9-d8238dec5eaa,9154,3356.7098377618845,2020-02-26 09:16:25,85350,Food,Transfer,Prepaid,Online,Rothshire,41.42.20.25,POS,0,8,198,2,6776.705813799507,0,71983,0
0fb9d0f5-3110-44b9-99db-c3f400f5e5fc,6056,3486.635709191476,2023-03-11 06:30:31,67801,Electronics,Transfer,Credit,Chip,Port Gary,170.184.62.210,Mobile,0,7,3536,2,5583.1488722914755,0,68084,0
5d21c0a4-615c-4b06-8f62-907d28113757,9110,1818.0992878173388,2024-10-27 01:11:17,23890,Retail,Transfer,Prepaid,Contactless,Huntmouth,154.203.214.169,Mobile,1,3,3193,9,9359.02548988247,1,47683,0
032c2bd8-e365-47a3-8053-a7f94474074e,4840,4397.001383004248,2021-03-09 22:14:26,62482,Travel,Purchase,Debit,Magstripe,New Theresa,150.131.194.11,Tablet,1,5,3372,7,6023.887262176122,0,77611,0
3961aa9a-c121-4ea4-b423-3165688f13de,2028,3628.231143173113,2023-01-13 08:05:23,73397,Food,Withdrawal,Debit,Contactless,Andersonberg,195.254.13.234,Mobile,0,6,220,5,6349.421743259604,0,63677,0
05827047-db74-4d86-836a-16c8f88b6058,8385,567.3893803133263,2020-03-16 09:20:19,11740,Food,Withdrawal,Credit,Chip,South Robertport,117.141.70.85,Mobile,1,0,868,5,6001.602678869253,1,22143,0
042a3372-c42d-4577-8fa5-1d31ee8956e5,1502,2041.8512818587826,2020-02-27 14:10:16,40121,Food,Transfer,Debit,Magstripe,Cookeside,113.222.117.241,POS,0,0,2142,9,7222.967561532389,0,34653,0
62dd5605-3fad-4e37-88fd-3482d03c2dc0,7910,4432.469907990908,2020-02-14 02:06:05,21218,Food,Transfer,Credit,Chip,Port Sydneymouth,93.252.203.27,Desktop,1,3,1316,5,1362.7400623824062,1,65874,0
3d494ef1-0a2c-4366-a7fa-0131f6d8d4be,7938,240.74752497840808,2020-07-01 00:41:53,81591,Entertainment,Withdrawal,Prepaid,Chip,Erikaborough,207.236.230.131,Mobile,0,2,2201,9,8943.820472007827,0,26642,0
2fab17ab-0c34-4e59-9230-e01a0d2bf9f7,5488,4807.276015112037,2020-04-06 04:17:58,98241,Electronics,Transfer,Credit,Magstripe,Murphyland,215.78.191.238,Mobile,0,9,2573,8,434.49830596134194,0,71339,0
abb2001b-8c11-4cc6-9498-1c35d6cac959,1206,3397.417028756216,2021-10-24 03:31:22,44722,Travel,Transfer,Prepaid,Magstripe,Lake Katherineside,171.255.72.229,Desktop,1,3,2767,6,6411.032160939283,0,6558,0
b0085de2-4c7b-417d-bb1a-38465028a9f4,6134,3158.7230083286663,2022-09-16 03:35:08,59431,Travel,Transfer,Debit,Chip,Danamouth,184.125.199.120,POS,0,8,767,5,6158.6545127090485,0,63549,0
19f8ebf6-c645-4bc3-b68d-0b37b81ad7b7,6977,1356.443486157517,2021-04-05 13:36:01,61543,Electronics,Purchase,Prepaid,Online,Lake Michelle,59.183.215.227,POS,0,1,1446,5,2089.130062992268,0,66446,0
ae8635ec-cab7-4faa-bbd3-7101388dcfcc,8721,1247.7149847521894,2020-07-21 04:41:23,52000,Retail,Purchase,Prepaid,Magstripe,Mcculloughfurt,65.89.248.35,Mobile,1,3,1182,5,416.70262710452425,1,13010,0
0290b0f2-31cb-4c58-b80f-a256951bfb79,8035,4710.580806345534,2024-11-26 08:39:19,81975,Electronics,Withdrawal,Prepaid,Chip,Lancetown,143.91.95.11,Tablet,0,6,3342,1,1396.9656165106098,0,20654,0
5bca63be-4e2c-4117-bc98-1d9140bf5189,2484,1494.870908899443,2023-05-05 09:21:29,40921,Food,Purchase,Credit,Contactless,South Don,50.130.205.161,Desktop,1,1,2866,5,2724.0038289627037,0,5500,0
acf80232-ec2e-4c80-b044-2a3c0b134780,8858,3878.648957111402,2021-12-08 22:17:14,98747,Food,Purchase,Prepaid,Contactless,New Ericfort,107.36.166.162,POS,0,7,257,3,8822.235848684848,0,28662,0
01c620c8-67b3-45bf-b043-7679865a0012,1863,1968.6433820443604,2023-04-18 05:59:50,40614,Electronics,Withdrawal,Credit,Magstripe,East Joyfort,178.66.25.178,Mobile,1,9,2749,6,8558.786697758103,0,37382,0
